load_0,load_1,load_2,load_3,load_4,load_5,load_6,load_7,load_8,load_9,load_10,load_11,load_12,load_13,load_14,load_15,load_16,load_17,load_18,load_19,timestamp
202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,202.25,2023-11-02 00:00:00
190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,2023-11-02 01:00:00
187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,187.15,2023-11-02 02:00:00
184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,184.05,2023-11-02 03:00:00
184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,184.35,2023-11-02 04:00:00
191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,2023-11-02 05:00:00
207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,207.9,2023-11-02 06:00:00
229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,229.0,2023-11-02 07:00:00
254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,254.65,2023-11-02 08:00:00
274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,274.6,2023-11-02 09:00:00
283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,283.55,2023-11-02 10:00:00
283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,283.4,2023-11-02 11:00:00
281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,281.3,2023-11-02 12:00:00
278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,278.45,2023-11-02 13:00:00
263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,263.35,2023-11-02 14:00:00
251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,251.7,2023-11-02 15:00:00
247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,247.15,2023-11-02 16:00:00
258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,258.85,2023-11-02 17:00:00
277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,277.3,2023-11-02 18:00:00
276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,276.45,2023-11-02 19:00:00
269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,269.35,2023-11-02 20:00:00
250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,250.3,2023-11-02 21:00:00
235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,235.35,2023-11-02 22:00:00
218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,218.5,2023-11-02 23:00:00
201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,201.65,2023-11-03 00:00:00
191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,191.0,2023-11-03 01:00:00
184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,184.7,2023-11-03 02:00:00
183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,183.15,2023-11-03 03:00:00
180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,2023-11-03 04:00:00
185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,185.85,2023-11-03 05:00:00
203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,203.45,2023-11-03 06:00:00
226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,226.65,2023-11-03 07:00:00
241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,241.5,2023-11-03 08:00:00
260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,260.65,2023-11-03 09:00:00
264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,264.35,2023-11-03 10:00:00
267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,267.5,2023-11-03 11:00:00
269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,269.2,2023-11-03 12:00:00
268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,2023-11-03 13:00:00
259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,259.05,2023-11-03 14:00:00
251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,251.25,2023-11-03 15:00:00
244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,244.7,2023-11-03 16:00:00
255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,255.7,2023-11-03 17:00:00
270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,270.6,2023-11-03 18:00:00
268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,268.25,2023-11-03 19:00:00
259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,259.6,2023-11-03 20:00:00
242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,242.7,2023-11-03 21:00:00
230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,230.4,2023-11-03 22:00:00
214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,214.65,2023-11-03 23:00:00
202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,202.45,2023-11-04 00:00:00
190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,190.95,2023-11-04 01:00:00
182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,182.9,2023-11-04 02:00:00
180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,180.95,2023-11-04 03:00:00
175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,175.9,2023-11-04 04:00:00
178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,178.25,2023-11-04 05:00:00
187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,2023-11-04 06:00:00
200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,200.65,2023-11-04 07:00:00
221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,221.4,2023-11-04 08:00:00
244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,244.6,2023-11-04 09:00:00
253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,253.75,2023-11-04 10:00:00
265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,265.45,2023-11-04 11:00:00
271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,271.35,2023-11-04 12:00:00
272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,2023-11-04 13:00:00
256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,2023-11-04 14:00:00
240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,240.6,2023-11-04 15:00:00
234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,234.9,2023-11-04 16:00:00
242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,242.25,2023-11-04 17:00:00
261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,261.15,2023-11-04 18:00:00
261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,261.5,2023-11-04 19:00:00
248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,248.75,2023-11-04 20:00:00
234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,234.4,2023-11-04 21:00:00
219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,219.9,2023-11-04 22:00:00
206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,206.1,2023-11-04 23:00:00
193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,193.55,2023-11-05 00:00:00
182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,182.5,2023-11-05 01:00:00
177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,177.2,2023-11-05 02:00:00
174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,174.55,2023-11-05 03:00:00
170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,170.85,2023-11-05 04:00:00
171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,171.0,2023-11-05 05:00:00
177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,177.0,2023-11-05 06:00:00
180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,180.15,2023-11-05 07:00:00
196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,196.4,2023-11-05 08:00:00
213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,213.5,2023-11-05 09:00:00
225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,225.65,2023-11-05 10:00:00
235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,235.15,2023-11-05 11:00:00
242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,2023-11-05 12:00:00
238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,238.4,2023-11-05 13:00:00
221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,2023-11-05 14:00:00
208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,208.65,2023-11-05 15:00:00
204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,204.65,2023-11-05 16:00:00
220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,220.9,2023-11-05 17:00:00
243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,243.2,2023-11-05 18:00:00
242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,242.5,2023-11-05 19:00:00
238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,238.15,2023-11-05 20:00:00
226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,2023-11-05 21:00:00
210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,210.7,2023-11-05 22:00:00
197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,197.45,2023-11-05 23:00:00
183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,183.6,2023-11-06 00:00:00
175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,175.7,2023-11-06 01:00:00
170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,170.2,2023-11-06 02:00:00
169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,169.35,2023-11-06 03:00:00
170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,170.5,2023-11-06 04:00:00
179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,179.15,2023-11-06 05:00:00
199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,2023-11-06 06:00:00
221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,221.75,2023-11-06 07:00:00
243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,243.85,2023-11-06 08:00:00
263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,263.6,2023-11-06 09:00:00
272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,272.5,2023-11-06 10:00:00
276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,276.2,2023-11-06 11:00:00
280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,2023-11-06 12:00:00
280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,280.6,2023-11-06 13:00:00
271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,271.7,2023-11-06 14:00:00
256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,256.35,2023-11-06 15:00:00
245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,245.6,2023-11-06 16:00:00
244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,244.8,2023-11-06 17:00:00
269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,2023-11-06 18:00:00
262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,262.05,2023-11-06 19:00:00
258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,258.3,2023-11-06 20:00:00
254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,2023-11-06 21:00:00
232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,232.9,2023-11-06 22:00:00
217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,217.75,2023-11-06 23:00:00
199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,199.15,2023-11-07 00:00:00
192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,192.2,2023-11-07 01:00:00
188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,188.1,2023-11-07 02:00:00
186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,186.15,2023-11-07 03:00:00
187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,187.95,2023-11-07 04:00:00
193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,193.95,2023-11-07 05:00:00
213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,213.1,2023-11-07 06:00:00
231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,231.25,2023-11-07 07:00:00
254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,254.6,2023-11-07 08:00:00
270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,270.65,2023-11-07 09:00:00
281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,281.25,2023-11-07 10:00:00
289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,289.1,2023-11-07 11:00:00
291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,291.45,2023-11-07 12:00:00
289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,289.05,2023-11-07 13:00:00
276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,276.55,2023-11-07 14:00:00
265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,265.6,2023-11-07 15:00:00
259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,259.55,2023-11-07 16:00:00
273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,273.1,2023-11-07 17:00:00
288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,288.6,2023-11-07 18:00:00
287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,287.25,2023-11-07 19:00:00
280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,280.9,2023-11-07 20:00:00
263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,263.4,2023-11-07 21:00:00
240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,240.0,2023-11-07 22:00:00
225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,225.55,2023-11-07 23:00:00
208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,208.2,2023-11-08 00:00:00
195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,195.5,2023-11-08 01:00:00
192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,192.5,2023-11-08 02:00:00
189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,189.15,2023-11-08 03:00:00
187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,187.5,2023-11-08 04:00:00
